,data,label
19519,"Falls Sauce übrig bleibt, auf jede Tortilla noch 1 EL davon streichen, mit Käse bestreuen und die Tortillas im vorgeheizten Backofen bei 200 Grad ca. 10 Min. überbacken, bis der Käse zerlaufen ist.",1
2207,Beides mit Safran und Semmelbröseln vermengen (die Anteile der einzelnen Zutaten können nach Geschmack variieren.,1
19140,"Dazu passt Bratwurst, Leberkäs, Sülze, etc.",0
19122,Dazu passt als Getränk ein kräftiger Rotwein oder auch ein Bier.,0
60,"So lange bedeckt köcheln lassen, bis alle Zutaten gar sind (ca. 20 Min.).",1
3281,"Die in Stücke geschnittenen Bohnen und das Bohnenkraut dazugeben, 15 Min. köcheln lassen.",1
2669,Aufkochen.,1
5981,Jetzt kommt das Blech mit den Kartoffeln auf der mittleren Position in den vorgeheizten Backofen.,1
10,Mit Kalbsfond und Rinderbrühe ablöschen.,1
268,Fische mit Zitronensaft und geriebenem Ingwer ein paar Stunden marinieren.,1
18308,"Am Ende des Spießes am besten Fleisch oder Schinkenspeck verwenden, dann hält es besser.",0
236,"Speisestärke mit Crème fraîche verrühren, ebenfalls einrühren und einmal aufkochen.",1
19735,"Schmeckt super, sollte aber lauwarm serviert werden, da dann der Geschmack am intensivsten ist.",0
15805,Am besten passt hierzu eine Zubereitung aus wenig Wildreis vermischt mit Basmatireis (1:10).,0
781,Den Teig in eine ofenfeste Form geben.,1
583,Dann die Kasserolle in den Backofen geben und bei ca.180 Grad ca.40 Min. braten.,1
2471,"Das Gemüsebrühpulver, die Gewürze zugeben und alles etwa 30 Min. kochen lassen.",1
18056,"Dazu Gewürzgurken, Rollmöpse und Rote Bete servieren.",1
14752,Dosentomaten zerkleinern (sollen aber noch Tomatenstücke sein!) und nach ca. 5 Minuten mit dem Rosenkohl zu den Kartoffeln geben.,1
19717,"Paniermehl und Butterflocken darüber geben und ca. 1,5 Stunden bei 200° backen",1
20470,"Am besten noch Backpapier unterlegen, falls Fett übertritt.",1
16887,"Tipp: Wer mag, kann über die Suppe geröstete Mandeln geben.",0
14878,Dazu passt Blattspinat und Kartoffelgratin oder Sahnekartoffeln.,0
14766,"Mein Tipp: Der Curry ist bei diesem Gericht ein zentraler Geschmackslieferant, deshalb sollte er von bester Qualität sein.",0
3347,Rosmarin und Knoblauch sehr fein hacken und damit das Fleisch einreiben.,1
5921,Kurz aufkochen und dann ca. 1 Stunde bei mäßiger Hitze mit geschlossenem Deckel köcheln lassen.,1
2891,"Zwiebel kleinschneiden und in wenig Öl anbraten, Paprikaschoten waschen und in Würfel schneiden, Champignons putzen und auch in Würfel schneiden.",1
13760,Dazu passt am besten Reis oder frisches Baguette und Salat.,0
20385,Deshalb auf viel Soße achten !,1
4469,"Filet in 3 cm dicke Scheiben schneiden, salzen und pfeffern.",1
19529,Bei 175 Grad ca. 45 min. backen.,1
20164,Als Beilage: Pell- oder Folienkartoffeln mit Kräuterbutter oder Kräuterquark.,0
20459,Bon Appetit,0
19538,Aber je nach Geschmack.,0
16471,Tipp:Man kann auf dies Art auch Schweinebraten oder Putenrollbraten zubereiten.,0
4481,Hering in ein Gefäß mit Deckel schichten und mit der Rotweinmarinade begießen.,1
17767,"Tipp:Man kann die Knödel noch vor dem Kochen einfrieren, einfach auf einem Tablett in den Gefrierschrank stellen und nach einigen Stunden rausnehmen und in Säckchen füllen.",0
16960,(Tipp: aus der Gemüsebrühe und dem Kohlrabiverschnitt eine leckere Kohlrabicremesuppe kochen)Kartoffelpüree wie gewohnt zubereiten,0
16988,Tipp: Ein Highlight ist das Frikassee im Mai/Juni mit zusätzlichem frischem und kurz blanchiertem Spargel.,0
20396,Feldsalat passt wunderbar dazu.,0
19712,Das Rezept an sich ist Low-Carb und eignet sich für Trennkost.,0
20036,Rezept ist gut geeignet zur Resteverwertung von Gemüse und kann mengenmäßig willkürlich und nach Geschmack angepasst werden.,0
139,Den Essig zugeben.,1
20024,Super lecker schmecken auch ein paar Kirschtomaten zwischen dem Brokkoli verteilt.,0
1397,"Den Wirsingkohl in die Sauce geben, mit Salz, Pfeffer und Muskat abschmecken.",1
14901,Als Einlage passt z. B. gebratene Chorizo oder ein pikant gebratenes Fischfilet.,0
20462,Die Flüssigkeit in der Pfanne sollte verdampft sein.,0
17614,"Aus den oben beschriebenen Zutaten und mit 2 bis 3 Esslöffeln Wasser einen geschmeidigen Nudelteig kneten (Tipp: Geht prima in der Brockbackmaschine, einfach mit dem ""Backpulverprogramm"" oder einem anderen Programm ohne Vorheizen).",0
20407,Der Sud darf dabei nicht mehr kochen.,0
19743,"Die entstehende Kruste darf ruhig etwas schwarz werden, schmeckt extrem lecker.",0
16726,Dazu passen Reis oder Königinpasteten.,0
5705,Mit Salz und Pfeffer würzen und kurz aufkochen lassen.,1
20067,"Das Gericht sollte am Ende eine schöne ""matschige"" Konsistenz haben.",0
213,Die Speckscheiben darauf legen und noch einmal kurz in den Ofen geben.,1
20239,Dazu passt Reis und ein bunter Blattsalat.,0
4865,"Die Crème fraîche mit Sahne, dem gesammelten Fond und Tomatenmark verrühren, abschmecken und über Fleisch und Äpfel gießen.",1
4745,Die Zwiebeln würfeln und in der zerlassenen Butter goldbraun anbraten.,1
2273,"Das restliche Tomatenmark in einen Topf geben, die Sahne angießen, was vom Mozzarella übrig ist klein gewürfelt beigeben.",1
14904,TIPP:Ruhig etwas mehr von der warmen Vinaigrette machen und dann mit Baguettebrot aufsaugen.,0
3971,Das Hähnchen mit Olivenöl einreiben und pfeffern.,1
725,Abgießen und dabei 100 ml Kohlrabiwasser auffangen.,1
20121,Wichtig!,0
20127,Der Schafskäse sollte leicht verlaufen sein.,0
17972,Knödel mit Sauce und Tomatenviertel servieren.,1
4673,Quark und Stärke oder Vanillepuddingpulver unterrühren.,1
15032,Fleisch und eingelegten grünen Pfeffer untermengen.,1
949,"Hackfleisch mit Zwiebeln, Petersilie, Ei und Käse verkneten und mit Salz, Pfeffer und Tabasco pikant abschmecken.",1
15438,"Die Haxe ist servierbereit, wenn sich das Fleisch um den Knochen zu lösen beginnt.",0
1761,45 Min. bei ca. 180 Grad im Ofen backen.,1
20286,"Das Gericht ist fertig, wenn die Soße etwas braun wird bzw. das Obst sich leicht zusammenzieht.",0
18742,Keulen evtl. mit Küchengarn zusammenbinden.,1
14171,passt ein Risotto.,0
19885,Vorab: Eine Kaffeetasse mit ca. 250 ml Inhalt verwenden.,1
20302,"Ein einfaches, schnelles und doch leckeres Rezept, besonders für Kinder geeignet.",0
1201,Zum Schluss mit Basilikum und Zitronensaft abschmecken.,1
20327,"Nicht zu voll packen, sonst bekommt man sie nicht mehr zu!",1
15116,Das Rezept ist für 2 Personen (+ Spiegelei + Salat) bzw. für 1 Person als Hauptmahlzeit gedacht.,0
17482,"Tipp: Lassen Sie die Knoblauchchips nicht zu dunkel werden, sonst schmecken sie bitter.",0
3371,50 g Kokosraspel ebenfalls in die Quarkmasse geben.,1
19696,"Damit es nicht in Vergessenheit gerät, deshalb hier das Rezept - für Opa Alois und meine Kinder.",0
17272,(Wahrscheinlich werden es mehr als 8 Pfannkuchen.,0
175,Das Öl in einer Pfanne erhitzen und den gehackten Knoblauch und den in Ringe geschnittenen Lauch und Frühlingszwiebel unter Rühren darin anbraten.,1
20293,Mit frischen gehäuteten Tomaten geht es natürlich auch.,0
287,"Die Eier trennen, das Eigelb mit der Kartoffel, Schnittlauch, Zitronensaft, Salz und Pfeffer gut verrühren.",1
17821,Passt hervorragend zu Wiener Schnitzel und gebackenem Fischfilet.,0
1541,"Zusammen mit der Milch und Wasser auf mittlerer Stufe, ca. Stufe 3, köcheln, mit Brühe abschmecken.",1
20328,Dazu schmeckt Baguette- oder Ciabattabrot und ein leichter Weißwein.,0
19959,"Dazu passt Reis, Kartoffeln oder auch nur Baguette.",0
19997,Ab und zu mit der übrigen Honigmischung einstreichen.,1
88,Alles eine gute Stunde simmern bzw. einkochen lassen.,1
14484,"Dazu passt Kartoffelsalat oder Schwarzbrot und Salat, z. B. ein Paprikasalat, auch Perlzwiebeln und/oder Tomatensalat.",0
454,"Den Topf mit der Gemüsebrühe vom Herd nehmen, die Hälfte des Gemüses herausnehmen und beiseite stellen.",1
20324,"Ich bereite dieses Gericht am liebsten in einem Steingut-Topf zu, da ich auf Gas koche;",0
17790,Dazu ein schöner Salat.,0
19966,"Ein Sieb mit einem Musselintuch auslegen (ich nehme immer diese feinmaschigen, dünnen blau-weißen Spül- bzw. Allzwecktücher, eine frische Stoffwindel könnte es auch tun).",1
20230,".: das Fleisch kann praktisch nicht ""zu lang"" im Ofen sein, d.h. es wird nicht zäh dadurch, wenn die Schulter 8 Stunden im Ofen ist.",0
19900,Dazu passen ausgezeichnet Backofenkartoffeln und Zitronenblattspinat.,0
20267,Ich teile ihn oft noch der Länge nach damit er nicht so dick ist.,0
20064,Tipp:Ihr Kind möchte Freunde zum Essen mitbringen?,0
2069,"Mit dem Mehl bestäuben, umrühren und dann mit der Gemüsebrühe ablöschen.",1
18012,Dazu passt Risotto und Salat.,0
4757,Fleisch am besten eine Stunde vor dem Braten aus dem Kühlschrank nehmen.,1
19940,"Dazu passen Spätzle oder Kartoffeln (Salzkartoffeln, Kartoffelpüree), Semmelknödel... und ein grüner Salat.",0
19008,Als Beilage serviert man am besten Salat.,0
3167,Mit dem feindurchgelassenen Kalbfleisch vermengen und würzen.,1
16306,"Als Beilage schmeckt ein leckeres Butterbaguette, Reis oder auch Kartoffeln, was man am liebsten mag.",0
3755,Mit den gegarten Spaghetti vermischen und sogleich servieren.,1
4193,"Jetzt das Fleisch dazugeben und rundum anbraten, sobald das Fleisch etwas Farbe bekommt, das Tomatenmark unterrühren.",1
18994,Es ist das leckerste Fleisch und praktisch grätenfrei.,0
10680,"Tipp: die Kartoffeln und Paprikaschoten in gleichmäßige kleine Würfel schneiden, das sieht schöner aus.",0
697,Die Röllchen herausnehmen und auf einer vorgewärmten Platte anrichten.,1
20279,Diese verkochen in der Sauce und sorgen für eine leichte Bindung.,0
19779,Dazu passt entweder Reis oder chinesische Mie-Nudeln.,0
18406,Nach 18 - 20 Min. ist das Risotto fertig.,0
12,Alles aufkochen und bei großer Hitze unter Rühren sirupartig einkochen.,1
16065,Dazu passt am besten ein guter Frascati Superiore.,0
779,Herausnehmen und zur Seite stellen.,1
3273,Butter in einem Topf schmelzen.,1
17888,"Sie sollten außen knusprig, innen jedoch noch weich sein.",0
202,Von den Frühlingszwiebeln den hellen (weißen) Teil in 3 cm große Stücke schneiden.,1
19814,Die oberste Schicht muss Kraut sein.,0
20020,- 2 Tage nach dem Kochen schmeckt es sogar am besten.,0
3189,Den Fisch in der Mitte des Tellers auf dem Gemüse anrichten und die Kartoffeln als Beilage reichen,1
16744,Dazu passt ein knackiger grüner Salat.,0
20078,Währenddessen Bratkartoffeln oder andere Beilage zubereiten.,1
4457,"Deckel schließen, in den kalten Backofen stellen und bei ca. 160 - 170°C Umluft ca. 40 min. backen.",1
19634,Zum Befüllen des Pfannkuchens sollte das Gemüse wenig Flüssigkeit enthalten.,0
3143,Mit Salz und Pfeffer aus der Mühle und Muskat abschmecken.,1
539,Das Ganze ca. 12 - 15 Minuten köcheln lassen.,1
15312,Die grüne Farbe hat sich durch das Aufkochen oben auf der Flüssigkeit abgesetzt.,0
15916,Darüber Mozzarellascheiben abwechselnd mit den Tomaten dachziegelartig einschichten.,1
4901,Nebenbei den Grünkohl in dem Rest Butter wenden und erhitzen.,1
15501,"Dazu so viele Salzkartoffeln, wie man will.",1
20050,Dazu passt sehr gut ein Kartoffelpüree oder Reis.,0
905,Die Zwiebel entweder in hauchdünne Streifen oder auch in Würfelchen schneiden.,1
20253,"Alle Salatzutaten entsprechend zerkleinern und der Reihenfolge entsprechend in eine große Glasschüssel schichten, mit Salat abschließen.",1
20123,Dazu reiche ich immer geröstetes Ciabattabrot und saure Sahne zum Einrühren.,0
19921,Dazu trinkt man einen trockenen Weißwein.,0
15249,"Tipp:Hab es auch schon mit Putenhackfleisch gemacht, wurde ebenfalls sehr lecker, aber man braucht dann etwas mehr Kräuter, finde ich.",0
3275,Zum Servieren in Scheiben aufschneiden (funktioniert am besten mit dem Elektromesser).Dazu,1
19671,"Zusätzliche Beilagen sind nicht nötig, Feldsalat passt aber gut dazu.",0
4697,"Den Lauch halbieren und in kochendem Salzwasser blanchieren, abschrecken und abtropfen lassen.",1
18462,(einige Blätter zur Garnierung zurück behalten),1
15734,"Auch mit den Kräutern lässt sich gut variieren, z. B. mit Kräutermischung der Provence oder Italienischer Kräutermischung.",0
15821,Tipp: Rezept für Sushireis ist auch in meinen Rezepten.,0
19023,Tipp: Passt auch sehr gut zu Vanilleeis!,0
329,Mit dem restlichen Öl den Teig bestreichen.,1
19808,"Der Reis wird in einer Fleischbrühe gekocht, hier ginge auch Instant.",0
19756,Man kann auch statt saurer Sahne Creme fraiche nehmen.,0
5249,Parmesan reiben.,1
20185,"Es soll ein geschmeidiges Mus entstehen, das aber nicht zu dünn ist.",0
16694,passt sehr gut Reis oder Wildreis und Gemüse wie z.B. Brokkoli.,0
20233,"Ich esse gerne griechischen Joghurt dazu, das macht man in Griechenland aber nicht.",0
3553,Alles etwas abkühlen lassen.,1
19647,Man kann den Grießbrei heiß und kalt essen.,0
739,Die Zuckerschoten in Salzwasser ca. 5 Minuten köcheln lassen.,1
19948,"Diese sollten ca. 20 Minuten mitgaren, damit sie nicht zu trocken werden, ggf. noch etwas Brühe angießen, damit nichts anbrennt.",1
19576,Ich nehme höchstens 2 EL Balsamico.,0
187,"Eine runde Auflaufform einfetten und mit den Wirsingblättern auslegen, dabei die Blätter etwa zu einem Drittel über den Auflaufform-Rand hängen lassen.",1
20397,Beilagen:In erhitzter Butter geschwenkte Bandnudeln(schmeckt auch gut ohne Beilage),0
3599,"Die Eier in einer Schüssel aufschlagen und mit Salz, Pfeffer und Paprikapulver würzen.",1
20443,Extra-Tipp:Rindfleisch passt auch.,0
3989,"In 12 Teiglinge teilen, schöne Kugeln daraus formen und wieder 1 Stunde gehen lassen.",1
18224,"Tipp: Auf jeden Fall frischen Tofu aus dem Asialaden nehmen, der hält sich gut im Kühlschrank, wenn man regelmäßig das Wasser wechselt.",0
19706,Dadurch behält das Gemüse die kräftige Farbe.,0
15256,Die Orangenscheiben sollten jetzt weich und an den Rändern leicht gebräunt sein.,0
18946,"TIPP: Wem die Kartoffelkruste zu aufwändig ist, der kann sie auch weglassen und kleine gebratene Kartoffeln dazu servieren.",0
1955,Steckrübe und Kartoffeln schälen und in Würfel schneiden.,1
18911,Kann als Vorspeise oder Hauptgericht serviert werden und Feldsalat passt gut dazu.,1
20388,"Die abgemessene Flüssigkeit hinzugießen und mit einem Schneebesen durchschlagen, dabei darauf achten, dass keine Klümpchen entstehen.",1
18379,Dazu passt zum Beispiel Trockenreis.,0
19860,Der Fisch soll vollständig mit dem Salz bedeckt sein.,0
19542,Bei 180°C ca. 5 - 10 Minuten backen.,1
17339,"Die Kombination aus Kartoffeln und Reis klingt zunächst ungewohnt, aber es passt hervorragend.",0
2125,"Den Schafskäse mit einer Gabel zerdrücken und unter den Joghurt rühren, pfeffern.",1
18545,"Tipp: Wer Lust auf Fleisch hat, kann auch etwas Putengeschnetzeltes zufügen.",0
4361,"Den Bratensatz mit 3-4 EL Beize oder Wasser loskochen, durch ein Sieb gießen, die saure Sahne unterrühren, die Soße mit Salz, Pfeffer abschmecken.",1
18870,Tipp: Statt Petersilie fein gehacktes Basilikum für die Füllung nehmen.,0
20128,"Eine Auflaufform ausfetten, etwas Linsengemüse einfüllen und Lasagneblätter darüberlegen.",1
2375,"Erkalteten Reisbrei portionenweise unter die Quarkmasse rühren, Äpfel dazugeben und unterziehen.",1
19678,Dazu schmeckt Reis und Salat!,0
19544,Dazu passt Reis,0
1199,"Den Schmand mit den gehackten Datteln pürieren, Honig, eine gehackte Chili und eine Prise Salz zufügen.",1
19619,Pinienkerne und evtl. Kräuter darüberstreuen.,1
16026,Spinat von Stängeln (bis zum Blattanfang) befreien und gründlich waschen.,1
2573,In der Zwischenzeit eine Quicheform ausfetten und den Blätterteig einlegen.,1
19858,"Als weitere Beilagen passen kleine, neue Kartoffeln, Reis oder auch Teigwaren.",0
15788,"Schmeckt prima zu gemischtem Gemüse (z. B. Paprika, Zucchini, Karotten und Tomaten).",0
497,"Die Suppe:Wenn die Hühnerbrühe fertig ist, zusammen mit der Lendenbrühe in einen Topf geben und mit einigen Esslöffeln Sojasauce und nochmal einem kleinen Schuss Reiswein abschmecken.",1
6005,"Für das Ratatouille das Gemüse, die Zwiebel und den Knoblauch in kleine Würfel schneiden.",1
1705,Mit Bouillon ablöschen.,1
2609,"Die Kartoffeln in einem Topf halbgar kochen, dann im Sieb abtropfen lassen.",1
473,. 30 Minuten ziehen lassen.,1
20073,Dieses Gericht eignet sich sowohl als Vorspeise und auch als Hauptspeise.,0
2723,Die Zwiebel würfeln.,1
20226,Zu Reis und Salat der Saison servieren.,1
19984,Abgießen und die Kartoffeln mit ein wenig Milch möglichst glatt stampfen.,1
4205,Die Suppe in Teller geben und mit den Croûtons und je einer Fingerspitze Petersilie servieren.,1
19708,Dazu selbst gemachte Bandnudeln oder Tagliolini reichen.,0
20343,"Mir persönlich schmeckt die Pizza noch besser, wenn das Backblech mit Mehl ausgestreut und auf Backpapier verzichtet wird.",0
19873,Mit weiteren Gerichten für 4 Personen.,0
17979,"Passt auch sehr gut mit gekochtem Schinken, Fisch, Krabben, Oliven etc., ist dann nicht mehr vegetarisch.",0
1373,Die Pfanne vom Herd ziehen und saure Sahne einrühren,1
16666,Tipp: Reste lassen sich am nächsten Tag sehr gut verwerten.,0
16056,Tipp: man gibt eine Messerspitze Kloßweiß (Fruchtklar) zu der Kartoffelmasse damit sich die Masse nicht verfärbt!,0
15361,Dazu passt Reis oder auch nur Baguette oder Ciabatta.,0
19803,Übrig bleiben 2 Teile der Karkasse(Gerippe des Huhns).,0
17636,"Das Suppenfleisch (ich nehme am liebsten Tafelspitz) waschen, mit 1 1/2 Liter Wasser bedecken und aufkochen.",1
19246,"Am besten mit frittierten grünen Kochbananenscheiben servieren, oder mit Baguette",1
5597,"Dann die Sahne zugießen, nochmal aufkochen lassen und die Soße mit Zitronensaft, Petersilie und evtl. Wein abschmecken.",1
20244,Erst jetzt zwischen den Spießen durchschneiden.,1
4997,Minze in Streifen schneiden.,1
2915,"Eier, Brotaufstrich und Zucker verschlagen.",1
20046,Dazu reichen wir frisches Brot.,0
125,Den Spargel mit der Vinaigrette und den Pfannkuchen auf Tellern anrichten.,1
238,"Mit anbraten, dann mit Brühe und Marinade aufgießen und zugedeckt bei schwacher Hitze etwa eine Stunde schmoren lassen.",1
20158,Dazu schmeckt Eisbergsalat oder Gurkensalat.,0
887,"In der Zwischenzeit die Zwiebeln schälen, klein schneiden und mit etwas Olivenöl in einer beschichteten Pfanne goldgelb braten.",1
20321,Von Zeit zu Zeit wenden und bei Bedarf evtl. etwas Wasser hinzufügen.,1
20179,Ein knackiger frischer Blattsalt passt hervorragend dazu.,0
2251,Eine Hälfte der Blättchen mit dem Ei und dem Ziegenkäse glatt rühren.,1
16942,Dazu passt Salat nach Wahl.,0
19999,Fladenbrot oder Röstkartoffeln dazu reichen.,1
3427,Die Barsch-Filets 10-13 Min. im Backofen leicht braun backen.,1
19818,Diese Gericht ist eine sehr gehaltvolle Hauptspeise.,0
3301,"Wer mag, kann mit Stärke verrührter Sahne die Flüssigkeit etwas abbinden.",1
19887,"Tipps:Mir schmeckt es besonders gut, wenn ich eine Tasse mehr Milch dazugebe, der Reis wird dann cremiger und dann noch einen Klecks geschlagene Sahne auf jede Portion.",0
13875,Dazu passt Knoblauchbrot oder Salat.,0
19769,Der Auflauf kommt ca. eine halbe Stunde ins Rohr.,0
109,Die Tomatensoße über Fisch und Kürbis gießen und alles mit dem Parmesan bestreuen.,1
13804,Tipp: Essen Sie Vollkornbrötchen zum Eintopf.,0
19938,Es sollte rundum noch genug Platz für die Soße und die Champignons sein.,0
19791,Schmeckt sowohl warm als auch kalt.,0
1841,"In etwas Öl anschwitzen, dann den Räuchertofu dazugeben und mit Gemüsebrühe auffüllen.",1
19758,"Natürlich ist es ein ungewöhnliches Rezept und wird bei Puristen ein Kopfschütteln verursachen, aber es sollte wenigstens probiert worden sein, bevor es verurteilt wird.",0
19958,Als Beilage passen Bandnudeln oder Kartoffeln und ein schönes Glas Weißwein.,0
16093,"Dazu gibts bei uns entweder Rosmarinkartoffeln und Salat, es passt aber auch Karottengemüse oder Kartoffelsalat",0
17058,"Wichtig ist, dass das Obst sehr reif ist.",0
16341,Dazu passt Reis oder Baguette.,0
17787,"Tipp:Als Variante könnte ich mir vorstellen, eine Handvoll Walnüsse mit in die Füllung zu mischen.",0
2969,"Etwas Margarine oder Butter in einer Pfanne auslassen, den Schinken dazugeben und anbraten.",1
18688,"So viel Wasser hinzufügen, dass das Huhn komplett bedeckt ist (Topfgröße so wählen, dass alles plus zwei bis drei Liter Wasser gut reinpasst - ein fünf Liter Topf ist recht ideal).",1
2159,Die Wacholderbeeren zerstoßen.,1
20446,"Das Rezept ist schnell, duftend und schmeckt himmlisch.",0
14297,"Tipp: Wenn man zum Schluss noch 5 Minuten den Grill anstellt, wird der Käse schön braun.",0
1565,"Den Rosenkohleintopf in einer schönen Suppenterrine anrichten, mit dem gehackten Majoran bestreuen.",1
14845,"Tipp: Mit Reis, Kartoffelschnee oder Kartoffelpüree eine herzhafte Mahlzeit.",0
19484,"Tipp: Nach Belieben kann man den Steinbutt mit einer Soße aus saurer Sahne, Weißwein, gehacktem Dill, Pfeffer und Salz reichen.",0
5105,Mit Brühe auffüllen und das Lorbeerblatt und Majoran zugeben.,1
13758,"Tipp: Kann auch mit anderem Obst gebacken werden, z. B. mit Marillen, Pfirsichen oder Kirschen.",0
2837,Dann herausnehmen.,1
20236,Für die Fülle alle Zutaten zusammenmengen.,1
4229,Alle Zutaten miteinander mischen und den Salat mindestens 1 Stunde ziehen lassen.,1
19050,Mit einem scharfen Messer und etwas Tempo kommt man dabei auch ums Heulen herum!,0
563,"Kohl, Kartoffeln, Zwiebeln und Möhren zugeben und bei mittlerer Hitze 2 Minuten anbraten.",1
1341,Zwiebel und Knoblauch hacken und im verbliebenen Bratfett 5 Minuten dünsten.,1
501,"Die Zwiebeln würfeln, in etwas Fett andünsten, Mettwürstchen in Scheiben schneiden und hinzugeben, Tomatenmark dazurühren und ca. 1 Liter Wasser in den Topf geben und sobald es kocht, die Spaghetti hineingleiten lassen.",1
116,Im Ofen bei 175 Grad etwa 35 Minuten backen.,1
20165,Auch ein frisches Krustenbrot und gegrillter Mais passen gut dazu.,0
3525,Nun wieder das Gemüse in die Schüssel und in der Pfanne Öl stark erhitzen.,1
20280,Dazu passt ein kleiner gemischter Salat.,0
749,Die fertigen Spieße mit dem Gewürz bestreuen und sehr sorgfältig mit einem Pinsel mit Olivenöl zum Marinieren bestreichen.,1
503,"Eine Entenbrust auf der Fleischseite mit Pflaumen belegen, die zweite Entenbrust darauf legen und beide Brüste mit Küchengarn zusammenbinden.",1
16137,"Tipp: Wer nicht ganz fleischlos essen mag, kann noch 100 bis 200 g Schinkenspeck klein würfeln, in wenig Fett rösten und mit den Fleckerln vermengen.",0
20173,"Während Sie darauf warten, waschen Sie den Rosenkohl, entfernen die welken und unansehnlichen Blätter und schneiden den Strunk ein Stückchen ab.",1
20241,Als nächstes die Flügel und den Hals abtrennen.,1
211,"Das Fleisch darin anbraten, Weißwein und das in der Brühe aufgelöste Tomatenmark dazugeben.",1
14667,"Dazu passt sehr gut ein Mango-Chili-Chutney oder auch ein Pflaumen-Chutney, hier sind der Phantasie keine Grenzen gesetzt.",0
20312,Dazu passt frisches Baguette oder grüne Bandnudeln oder Reis.,0
17021,"Tipp: Wenn Sie lieber salzige Gurken verwenden möchten, sollten Sie dazu auch salzigen Hering (z.B. Matjes) reichen.",0
14516,Dazu passt ein luftiger Kartoffelstock.,0
19719,"So wird das Börek Schicht für Schicht zubereitet (Yufka, Kleber, Füllung), bis die Füllung verbraucht ist.",0
6161,Die fertig gebratenen Hirschsteaks im Backofen warm halten.,1
1427,"Olivenöl in einem Topf heiß werden lassen und Schalotten-, Knoblauch- und Ingwerwürfel darin andünsten.",1
19579,Dies ist meine Lieblingssuppe und sie macht süchtig.,0
18616,(Alternativ mit einer Gabel ein paar mal einstechen).,1
19737,Eventuell mit Salat und Kresse garniert servieren.,1
19982,Ich serviere den Rostbraten mit meinen hausgemachten Kroketten.,0
19078,"Dazu passen Petersilienkartoffeln, Kartoffelgratin oder Kartoffelbrei und Speckbohnen",0
18185,Dazu passt ein mildes Ajvar.,0
19581,Aber meistens werden zwei Personen damit fertig.,0
15929,Dazu dann das Quark-/Joghurt-Gemüse anrichten!,1
4301,Chili con Carne in die Mitte der warmen Tortillas geben und diese einrollen.,1
15875,Sofort servieren und genießen.,1
2813,8 Blätter vom Selleriegrün dazu legen.,1
3385,Mit Mehl bestäuben und mit der Hühnerbrühe ablöschen.,1
419,"Das Schmalz in einem großen Topf erhitzen, dann die Speckwürfel hinzufügen.",1
17468,"Jeder wie er mag!). Nudeln abschütten, mit der Sauce mischen und servieren.",1
15834,"Tipp:Eintöpfe schmecken am nächsten Tag, wenn sie richtig durchgezogen sind, fast doppelt so gut!",0
89,Erneut 2 EL Öl in der Pfanne erhitzen und 5 weitere Zucchinipuffer braten,1
18098,"Das wäre auch der passende Moment, um sich um die Beilagen zu kümmern.",0
19655,Tipp: Anstatt eines kompletten Hähnchens kann man auch Hühnerschenkel für das Frikassee nehmen.,0
14,"Ab in den Backofen, bei 175°C ca. 20 Minuten backen.",1
14416,Keinesfalls jedoch zu lange! Aus der Pfanne nehmen.,1
20232,"Ich nehme übrigens gerne Rundkornreis, vorgesehen ist aber Langkornreis.",0
19740,Dazu schmeckt frisches Baguette.,0
2727,Danach die Eier mit einem Sieb vorsichtig aus dem Wasser heben und auf Küchenpapier abtropfen lassen,1
15956,Die Kartoffelmasse in vier gleich große Portionen aufteilen.,1
19111,Tipp: Dazu passen am besten Apfel-Blaukraut und Kartoffelknödel.,0
5357,Obst zur Tomatensauce geben.,1
19746,Dazu passt ein guter schwäbischer Kartoffelsalat und jede Menge kaltes Bier.,0
19681,Denkbar sind ebenfalls z.B. Jakobsmuscheln oder auch Hühnerfleisch.,0
19918,Dazu einen leckeren Weißwein reichen.,1
20408,"Die Forellen sind gar, wenn sich die Rückenflosse leicht herausziehen lässt.",0
2525,"Die Koteletts in die Soße geben, Schnittlauchröllchen darübergeben und servieren.",1
1663,"Zwiebeln grob schneiden, Möhren in Streifen schneiden, 1 Knoblauchzehe fein hacken und die rote unddie grüne Paprika in feinen Würfel schneiden.",1
19902,Sie schmecken warm und kalt.,0
1733,Anschließend das restliche Wasser zugeben und alles zu einem geschmeidigen Teig kneten.,1
16656,"Ich nehme immer den getrockneten Estragon, der Geschmack in Verbindung mit der Sahne, den Erbsen und den Pilzen ist einfach fantastisch!",0
122,"Petersilie waschen, trocken schütteln, Blättchen fein hacken.",1
16908,Dazu serviere ich Duftreis.,0
19780,"Wenn gewünscht, kann man auch 200 g in Scheiben geschnittene Kartoffeln beigeben, dann wird die Suppe etwas gehaltvoller.",1
1057,"Inzwischen die Schalotten abziehen, die Möhren schälen und schräg in lange Scheiben schneiden, kurz im restlichen Öl andünsten und zum Fleisch geben, alles eine Stunde weiterschmoren.",1
20300,"Tipp: Man kann natürlich auch ein anderes Fischfilet dazu verwenden, ich könnte mir auch Seezunge oder Schollenfilet vorstellen.",0
16530,"Mit der Gelbwurz (Kurkuma) sollte man es nicht übertreiben, das kann man bei hochgerechneten Portionsangaben gerne reduzieren.",1
19683,Das Wildschwein bleibt bei dieser Zubereitung super saftig und sehr lecker!,0
